,rcod_persona,rcod_hogar,rmujer,r6,lnr6,rmu,rneduca,r3,redad,redadsq,rDpto,rpareja,reduca,rpobre,rmiembro,rgasto
0,0050070031101,00500700311,0,6433.583333333333,8.76928694557346,0,Univ.,1,56,3136,Amazonas,0,17.0,0,1,2794.5833333333335
1,0050070121101,00500701211,1,1062.0833333333333,6.967987667022215,0,secundaria,1,21,441,Amazonas,0,11.0,0,1,1098.0833333333333
2,0050070221101,00500702211,0,2224.5833333333335,7.707324911146286,0,Univ.,1,62,3844,Amazonas,1,16.0,0,3,1109.0
4,0050090981101,00500909811,0,801.5,6.686484972049608,0,secundaria,1,60,3600,Amazonas,1,11.0,0,4,642.7083333333334
5,0050091261101,00500912611,0,5580.083333333333,8.62695898955297,0,secundaria,1,57,3249,Amazonas,1,11.0,0,5,1588.9333333333334
6,0050191141101,00501911411,0,1255.1666666666667,7.135023644873296,0,primaria,1,40,1600,Amazonas,1,0.0,0,4,1022.9375
8,0050201021101,00502010211,0,3384.3333333333335,8.126912218633112,0,secundaria,1,65,4225,Amazonas,1,10.0,0,6,585.7361111111111
9,0050201521101,00502015211,0,1774.0833333333333,7.4810391365877384,0,primaria,1,63,3969,Amazonas,1,3.0,0,10,877.2333333333332
10,0050270061101,00502700611,0,1155.5,7.0522884297144355,0,secundaria,1,35,1225,Amazonas,1,11.0,1,4,281.5
11,0050270181101,00502701811,0,2793.0833333333335,7.934901401996079,0,secundaria,1,38,1444,Amazonas,1,8.0,0,4,621.7708333333334
12,0050270441101,00502704411,0,3058.25,8.025598135927027,0,tecnica,1,61,3721,Amazonas,1,14.0,0,5,928.1
13,0050270551101,00502705511,0,516.0833333333334,6.2462682511500605,0,secundaria,1,59,3481,Amazonas,1,11.0,0,5,373.34999999999997
14,0050270651101,00502706511,1,776.5,6.6547966425887415,0,primaria,1,34,1156,Amazonas,0,0.0,0,2,453.5833333333333
15,0050270781101,00502707811,1,388.5,5.962293169807702,0,primaria,1,56,3136,Amazonas,0,0.0,0,3,811.9166666666666
16,0050300051101,00503000511,0,368.9166666666667,5.9105707829441405,0,tecnica,1,50,2500,Amazonas,1,12.0,0,7,392.3571428571429
17,0050300121101,00503001211,0,690.5833333333334,6.537536651061043,0,primaria,1,68,4624,Amazonas,0,4.0,0,3,360.8611111111111
18,0050300301101,00503003011,0,1891.1666666666667,7.544949201562934,0,tecnica,1,43,1849,Amazonas,1,14.0,0,4,729.3125
19,0050300471101,00503004711,0,667.5833333333334,6.503664226427117,0,primaria,1,65,4225,Amazonas,1,5.0,0,2,663.4166666666666
21,0050350321101,00503503211,0,1226.75,7.112123674970013,0,secundaria,1,55,3025,Amazonas,1,11.0,0,2,876.6666666666666
24,0050350891101,00503508911,1,995.0833333333334,6.9028264857453845,0,secundaria,1,36,1296,Amazonas,0,11.0,0,3,538.3888888888889
25,0050351171101,00503511711,1,345.5,5.844992643207725,0,secundaria,1,39,1521,Amazonas,0,11.0,1,4,196.64583333333334
26,0050360141101,00503601411,0,2852.0833333333335,7.95580500036865,0,Univ.,1,48,2304,Amazonas,1,17.0,0,4,380.8541666666667
27,0050360321101,00503603211,0,1725.6666666666667,7.453368728233792,0,Univ.,1,53,2809,Amazonas,1,16.0,0,3,474.8611111111111
28,0050360521101,00503605211,1,1049.3333333333333,6.955910320869184,0,secundaria,1,42,1764,Amazonas,0,10.0,0,1,1170.0833333333333
30,0050360891101,00503608911,1,2496.75,7.822745165123244,0,Univ.,1,52,2704,Amazonas,0,16.0,0,2,799.5833333333334
31,0050361671101,00503616711,1,1346.3333333333333,7.205140126895303,0,secundaria,1,35,1225,Amazonas,0,11.0,0,4,689.7291666666666
32,0050370061101,00503700611,0,559.3333333333334,6.326745598359042,0,tecnica,1,69,4761,Amazonas,0,14.0,0,2,714.3333333333334
33,0050370171101,00503701711,0,1114.75,7.016385443507586,0,primaria,1,62,3844,Amazonas,1,5.0,0,2,638.1666666666666
34,0050370731101,00503707311,1,1403.5,7.246724395801937,0,Univ.,1,46,2116,Amazonas,1,17.0,0,3,2194.111111111111
35,0050370951101,00503709511,0,1853.5833333333333,7.52487598156573,0,tecnica,1,43,1849,Amazonas,1,14.0,0,4,477.9375
37,0050380401101,00503804011,0,816.0833333333334,6.704516473932794,0,primaria,1,66,4356,Amazonas,1,3.0,0,3,367.27777777777777
39,0050390221101,00503902211,0,3159.1666666666665,8.058063558722381,0,Univ.,1,42,1764,Amazonas,1,16.0,0,5,829.5
41,0050391141101,00503911411,0,1402.5833333333333,7.246071053338166,0,tecnica,1,30,900,Amazonas,1,12.0,0,4,483.3541666666667
42,0050440131101,00504401311,1,1401.8333333333333,7.245536182734382,0,primaria,1,37,1369,Amazonas,0,0.0,0,3,577.0
43,0050440281101,00504402811,0,597.6666666666666,6.393033184937023,0,secundaria,1,44,1936,Amazonas,0,10.0,0,2,953.5416666666666
44,0050440591101,00504405911,0,999.0833333333334,6.906838191919653,0,primaria,1,44,1936,Amazonas,1,0.0,1,6,236.58333333333334
45,0050441301101,00504413011,1,2017.0833333333333,7.609407852585794,0,primaria,1,44,1936,Amazonas,0,0.0,0,4,1058.0416666666667
46,0050450131101,00504501311,0,2147.5833333333335,7.67209845791732,0,primaria,1,52,2704,Amazonas,1,0.0,0,5,600.4
47,0050450401101,00504504011,0,1444.8333333333333,7.275749253640585,0,secundaria,1,26,676,Amazonas,1,11.0,0,4,648.5833333333334
48,0050450471101,00504504711,0,3634.0,8.198089248956116,0,Univ.,1,55,3025,Amazonas,1,16.0,0,3,1277.638888888889
49,0050490031101,00504900311,0,367.8333333333333,5.907629937028681,0,secundaria,1,56,3136,Amazonas,1,11.0,0,4,494.0625
50,0050490191101,00504901911,1,417.75,6.0348831674755035,0,primaria,1,67,4489,Amazonas,0,1.0,1,3,254.69444444444446
51,0050490241101,00504902411,0,493.25,6.201016144902725,0,primaria,1,64,4096,Amazonas,1,2.0,0,3,463.1388888888889
53,0050570931101,00505709311,0,1441.0,7.273092595999522,0,primaria,1,55,3025,Amazonas,1,0.0,0,8,521.0104166666666
54,0050571071101,00505710711,1,509.5833333333333,6.233593398333272,0,secundaria,1,44,1936,Amazonas,0,8.0,0,2,651.4166666666666
55,0050610101101,00506101011,0,744.9166666666666,6.613272355299852,0,primaria,1,52,2704,Amazonas,1,0.0,1,4,206.54166666666666
56,0050610221101,00506102211,1,288.5,5.664695085948154,0,secundaria,1,63,3969,Amazonas,0,11.0,0,1,420.0833333333333
57,0050610341101,00506103411,0,853.5833333333334,6.749443174648534,0,secundaria,1,63,3969,Amazonas,1,11.0,1,3,247.91666666666666
58,0050610581101,00506105811,0,368.5,5.909440711629391,0,primaria,1,68,4624,Amazonas,1,3.0,1,4,95.83333333333333
59,0050610701101,00506107011,0,874.0,6.773080375655535,0,tecnica,1,36,1296,Amazonas,1,14.0,1,3,167.69444444444443
60,0050610831101,00506108311,0,173.58333333333334,5.156657791472972,0,secundaria,1,42,1764,Amazonas,0,11.0,0,1,939.75
61,0050660301101,00506603011,0,1308.0833333333333,7.176318240487206,0,secundaria,1,29,841,Amazonas,1,11.0,0,5,411.93333333333334
62,0050660451101,00506604511,1,1324.0,7.188412736496954,0,tecnica,1,44,1936,Amazonas,0,14.0,0,2,1442.75
63,0050730231101,00507302311,0,1109.4166666666667,7.0115896306439165,0,primaria,1,42,1764,Amazonas,1,0.0,1,3,214.7222222222222
64,0050730261101,00507302611,0,600.8333333333334,6.398317580490994,0,secundaria,1,50,2500,Amazonas,1,11.0,1,9,157.2314814814815
65,0050730691101,00507306911,0,794.0833333333334,6.677188409560188,0,secundaria,1,52,2704,Amazonas,0,10.0,0,3,292.94444444444446
66,0050730711101,00507307111,1,160.75,5.079850363117729,0,secundaria,1,22,484,Amazonas,0,11.0,1,3,110.08333333333333
67,0050730721101,00507307211,1,267.8333333333333,5.590364896509458,0,secundaria,1,36,1296,Amazonas,0,7.0,0,2,323.4583333333333
68,0050730731101,00507307311,0,1719.9166666666667,7.450031119021375,0,tecnica,1,47,2209,Amazonas,1,14.0,0,7,349.1428571428571
69,0050730811101,00507308111,0,539.6666666666666,6.290951665009525,0,secundaria,1,42,1764,Amazonas,1,9.0,1,5,221.95000000000002
70,0050740471101,00507404711,0,962.8333333333334,6.8698803265532105,0,secundaria,1,31,961,Amazonas,1,9.0,1,5,256.9166666666667
71,0050740481101,00507404811,0,996.75,6.904499986261464,0,secundaria,1,29,841,Amazonas,1,11.0,1,4,259.0416666666667
72,0050740491101,00507404911,0,973.0,6.880384082186005,0,primaria,1,43,1849,Amazonas,1,0.0,0,6,436.02777777777777
73,0050740521101,00507405211,0,690.4166666666666,6.537295280072663,0,secundaria,1,26,676,Amazonas,1,9.0,1,6,219.33333333333334
74,0050741331101,00507413311,0,1455.0,7.282761179605593,0,primaria,1,51,2601,Amazonas,1,0.0,0,5,275.21666666666664
75,0050741351101,00507413511,0,89.33333333333333,4.4923746918427465,0,tecnica,1,53,2809,Amazonas,0,14.0,1,1,154.33333333333334
76,0050741361101,00507413611,0,508.5833333333333,6.231629082756495,0,secundaria,1,59,3481,Amazonas,1,7.0,0,4,292.2083333333333
77,0050760151101,00507601511,0,373.0,5.921578419643816,0,secundaria,1,45,2025,Amazonas,1,11.0,1,2,253.66666666666666
78,0050760161101,00507601611,0,916.1666666666666,6.820198298632605,0,secundaria,1,52,2704,Amazonas,1,7.0,0,7,345.9285714285714
79,0050760611101,00507606111,0,1081.4166666666667,6.9860271889492305,0,secundaria,1,35,1225,Amazonas,1,11.0,1,7,232.2380952380952
80,0050760631101,00507606311,0,524.75,6.262921958700742,0,primaria,1,29,841,Amazonas,1,0.0,1,5,164.83333333333334
81,0050760641101,00507606411,0,902.8333333333334,6.805537966429844,0,primaria,1,26,676,Amazonas,1,0.0,1,4,75.625
84,0050790011101,00507900111,0,1130.6666666666667,7.030562708243684,0,primaria,1,69,4761,Amazonas,0,2.0,0,1,853.0
85,0050790021101,00507900211,0,324.25,5.781514823196553,0,primaria,1,33,1089,Amazonas,1,0.0,0,3,589.9444444444445
86,0050790041101,00507900411,0,1575.4166666666667,7.362275066537033,0,tecnica,1,22,484,Amazonas,1,12.0,0,3,546.0833333333334
87,0050790051101,00507900511,0,924.8333333333334,6.829613541097847,0,primaria,1,43,1849,Amazonas,1,0.0,0,4,461.8541666666667
88,0050790321101,00507903211,0,2690.5833333333335,7.897513301627044,0,tecnica,1,44,1936,Amazonas,1,14.0,0,4,845.5625
89,0050790331101,00507903311,0,2150.6666666666665,7.67353315057699,0,secundaria,1,29,841,Amazonas,1,11.0,0,2,997.0
91,0050790361101,00507903611,0,510.25,6.234900801689954,0,secundaria,1,40,1600,Amazonas,1,11.0,0,5,448.5333333333333
92,0050860081101,00508600811,0,936.6666666666666,6.842327473659681,0,primaria,1,55,3025,Amazonas,1,5.0,0,2,453.0416666666667
94,0050860381101,00508603811,0,687.4166666666666,6.532940610072731,0,primaria,1,58,3364,Amazonas,1,5.0,1,5,235.21666666666667
95,0050860401101,00508604011,1,654.8333333333334,6.484380750330405,0,secundaria,1,19,361,Amazonas,0,9.0,0,2,364.9166666666667
96,0050870311101,00508703111,1,309.25,5.734150011272598,0,primaria,1,69,4761,Amazonas,0,0.0,0,4,577.6458333333334
97,0050870911101,00508709111,0,1138.9166666666667,7.0378327971768,0,primaria,1,49,2401,Amazonas,1,0.0,0,4,383.4791666666667
98,0050870931101,00508709311,1,750.6666666666666,6.620961700591471,0,primaria,1,34,1156,Amazonas,0,0.0,1,4,191.45833333333334
99,0050870941101,00508709411,0,518.4166666666666,6.250779294727019,0,primaria,1,61,3721,Amazonas,1,3.0,0,2,374.2916666666667
100,0050870971101,00508709711,0,1275.9166666666667,7.151420153517095,0,secundaria,1,45,2025,Amazonas,1,7.0,1,5,164.5
101,0050870981101,00508709811,0,578.3333333333334,6.36015040371285,0,secundaria,1,39,1521,Amazonas,1,11.0,1,4,227.58333333333334
102,0050870991101,00508709911,0,665.6666666666666,6.500789044747705,0,primaria,1,67,4489,Amazonas,0,5.0,0,1,393.0
103,0050871001101,00508710011,0,906.25,6.809315206168884,0,primaria,1,39,1521,Amazonas,1,0.0,0,3,395.47222222222223
104,0050880161101,00508801611,0,357.5833333333333,5.879368435203524,0,primaria,1,48,2304,Amazonas,1,0.0,0,3,358.77777777777777
105,0050880171101,00508801711,0,758.8333333333334,6.631782166106727,0,primaria,1,50,2500,Amazonas,1,0.0,0,4,531.1875
106,0050880221101,00508802211,0,1295.5,7.1666520000021645,0,primaria,1,44,1936,Amazonas,1,0.0,0,3,285.63888888888886
107,0050880411101,00508804111,0,385.6666666666667,5.954973438525567,0,primaria,1,46,2116,Amazonas,0,0.0,0,1,399.3333333333333
108,0050880421101,00508804211,0,182.66666666666666,5.207662998279906,0,primaria,1,61,3721,Amazonas,0,5.0,0,2,271.9166666666667
110,0050890091101,00508900911,0,309.3333333333333,5.734419444118091,0,primaria,1,64,4096,Amazonas,1,4.0,0,3,716.3611111111112
111,0050890111101,00508901111,0,452.8333333333333,6.115524140198293,0,primaria,1,61,3721,Amazonas,0,5.0,0,1,401.8333333333333
112,0050890551101,00508905511,1,69.83333333333333,4.246111450694083,0,primaria,1,64,4096,Amazonas,0,2.0,1,2,249.45833333333334
115,0050890601101,00508906011,0,1049.9166666666667,6.95646607492263,0,primaria,1,57,3249,Amazonas,1,2.0,0,2,493.3333333333333
116,0050890611101,00508906111,0,444.9166666666667,6.097886998712186,0,secundaria,1,55,3025,Amazonas,1,11.0,1,5,259.95
117,0051020751101,00510207511,0,2405.6666666666665,7.785582344404164,0,primaria,1,49,2401,Amazonas,1,0.0,0,5,572.9833333333333
119,0051021761101,00510217611,1,692.0833333333334,6.539706372259395,0,primaria,1,52,2704,Amazonas,0,0.0,0,2,581.9166666666666
120,0051021771101,00510217711,0,360.3333333333333,5.887029528971098,0,secundaria,1,35,1225,Amazonas,1,11.0,1,4,171.70833333333334
121,0051021801101,00510218011,0,984.3333333333334,6.891964593075813,0,primaria,1,57,3249,Amazonas,1,3.0,0,3,459.5833333333333
122,0051021911101,00510219111,0,329.5,5.797576353942562,0,inicial,1,68,4624,Amazonas,1,1.0,0,4,339.0625
123,0051030691101,00510306911,0,5329.0,8.580918882296782,0,Univ.,1,42,1764,Amazonas,1,14.0,0,8,453.65625
124,0051030701101,00510307011,0,413.3333333333333,6.024254369930973,0,secundaria,1,60,3600,Amazonas,1,7.0,0,5,274.1166666666667
125,0051030711101,00510307111,0,553.5833333333334,6.316412297877241,0,primaria,1,64,4096,Amazonas,1,2.0,0,4,361.9583333333333
126,0051030721101,00510307211,0,2886.1666666666665,7.967684487724096,0,secundaria,1,40,1600,Amazonas,1,11.0,0,5,691.25
127,0051031951101,00510319511,0,805.0833333333334,6.69094579172951,0,primaria,1,24,576,Amazonas,0,0.0,0,1,456.1666666666667
128,0051031961101,00510319611,0,692.1666666666666,6.539826774402698,0,primaria,1,60,3600,Amazonas,0,5.0,0,2,628.2083333333334
129,0051190451101,00511904511,0,1001.1666666666666,6.908921265622106,0,secundaria,1,48,2304,Amazonas,1,11.0,0,5,550.0666666666667
130,0051190461101,00511904611,0,168.0,5.123963979403259,0,primaria,1,68,4624,Amazonas,1,5.0,0,5,692.35
131,0051190481101,00511904811,1,855.25,6.751393823857714,0,primaria,1,43,1849,Amazonas,0,0.0,0,6,373.09722222222223
132,0051190491101,00511904911,0,1042.0833333333333,6.948977193523719,0,secundaria,1,45,2025,Amazonas,1,11.0,0,5,701.1999999999999
134,0051190971101,00511909711,1,950.5833333333334,6.857075831239897,0,secundaria,1,57,3249,Amazonas,0,10.0,0,1,1070.3333333333333
135,0051191001101,00511910011,0,1447.25,7.277420482959114,0,secundaria,1,44,1936,Amazonas,1,11.0,0,3,403.6944444444444
136,0051191011101,00511910111,1,1093.3333333333333,6.99698641271008,0,tecnica,1,33,1089,Amazonas,0,14.0,0,4,762.0625
137,0051201091101,00512010911,0,629.8333333333334,6.445455234121434,0,primaria,1,59,3481,Amazonas,1,5.0,0,3,490.8888888888889
138,0051201111101,00512011111,0,507.5833333333333,6.229660901048485,0,secundaria,1,19,361,Amazonas,1,11.0,1,2,195.54166666666666
140,0051202241101,00512022411,0,1247.75,7.129097208349719,0,primaria,1,48,2304,Amazonas,1,0.0,0,3,451.97222222222223
142,0051202261101,00512022611,0,541.5,6.294343066441045,0,primaria,1,67,4489,Amazonas,0,5.0,1,2,187.91666666666666
143,0051202271101,00512022711,1,0.0,0.0,0,secundaria,1,40,1600,Amazonas,1,9.0,1,3,172.25
144,0051210351101,00512103511,0,586.6666666666666,6.374456799364087,0,primaria,1,38,1444,Amazonas,1,0.0,1,6,133.15277777777777
146,0051210371101,00512103711,0,806.3333333333334,6.692497221941918,0,primaria,1,37,1369,Amazonas,1,0.0,1,3,66.86111111111111
147,0051210381101,00512103811,0,133.5,4.894101477840304,0,primaria,1,39,1521,Amazonas,1,0.0,1,4,111.02083333333333
148,0051211151101,00512111511,0,968.5,6.875748482847051,0,primaria,1,64,4096,Amazonas,1,5.0,0,3,440.0
149,0051211161101,00512111611,0,1279.9166666666667,7.154550250627628,0,secundaria,1,40,1600,Amazonas,1,11.0,1,8,242.17708333333334
152,0051280231101,00512802311,0,891.8333333333334,6.79327926908325,0,primaria,1,61,3721,Amazonas,1,5.0,0,2,305.875
156,0051310011101,00513100111,1,59.916666666666664,4.092954707933046,0,secundaria,1,44,1936,Amazonas,0,11.0,0,5,604.75
158,0051310571101,00513105711,0,1551.0833333333333,7.346708890510333,0,primaria,1,41,1681,Amazonas,1,0.0,1,5,231.25
159,0051310891101,00513108911,1,0.0,0.0,0,primaria,1,59,3481,Amazonas,0,0.0,0,3,373.5833333333333
160,0051311011101,00513110111,1,2626.5833333333335,7.873439167792213,0,Univ.,1,56,3136,Amazonas,0,16.0,0,2,1721.9166666666667
161,0051311221101,00513112211,0,265.75,5.582556017222057,0,secundaria,1,42,1764,Amazonas,1,9.0,0,4,369.3333333333333
162,0051320661101,00513206611,0,1014.9166666666666,6.92256178629911,0,primaria,1,45,2025,Amazonas,1,0.0,0,3,380.4166666666667
163,0051320681101,00513206811,0,1269.9166666666667,7.146706560501861,0,primaria,1,53,2809,Amazonas,1,0.0,1,4,229.45833333333334
164,0051320691101,00513206911,1,402.0,5.996452088619021,0,primaria,1,47,2209,Amazonas,0,0.0,0,2,478.1666666666667
165,0051321591101,00513215911,0,4042.4166666666665,8.304597976932456,0,Univ.,1,55,3025,Amazonas,1,17.0,0,2,1075.2083333333333
166,0051321601101,00513216011,1,292.25,5.677609600352178,0,secundaria,1,39,1521,Amazonas,0,11.0,0,3,478.8888888888889
167,0051321611101,00513216111,0,450.5,6.110358077048392,0,secundaria,1,32,1024,Amazonas,1,8.0,0,4,411.625
168,0051340011101,00513400111,0,823.0833333333334,6.713057451120127,0,primaria,1,53,2809,Amazonas,1,0.0,1,5,163.75
169,0051340021101,00513400211,1,1664.75,7.417430240990732,0,primaria,1,58,3364,Amazonas,0,5.0,0,3,541.0
170,0051340031101,00513400311,0,372.25,5.9195656715641185,0,secundaria,1,67,4489,Amazonas,1,8.0,0,3,326.52777777777777
171,0051341281101,00513412811,0,2127.4166666666665,7.662663690075993,0,primaria,1,39,1521,Amazonas,1,0.0,0,4,311.1458333333333
172,0051341291101,00513412911,0,580.8333333333334,6.364463853966569,0,primaria,1,36,1296,Amazonas,0,0.0,0,1,352.0
173,0051341371101,00513413711,0,1742.6666666666667,7.4631717860760025,0,primaria,1,45,2025,Amazonas,1,0.0,0,7,337.7738095238095
174,0051350021101,00513500211,1,782.6666666666666,6.662706892279878,0,primaria,1,51,2601,Amazonas,0,0.0,1,4,99.64583333333333
175,0051350201101,00513502011,1,213.58333333333334,5.364027076576071,0,secundaria,1,18,324,Amazonas,0,10.0,1,2,233.70833333333334
176,0051350301101,00513503011,0,2583.25,7.856803575094465,0,secundaria,1,45,2025,Amazonas,1,11.0,0,3,408.5833333333333
177,0051350481101,00513504811,0,168.5,5.126935749792416,0,secundaria,1,43,1849,Amazonas,1,8.0,1,6,73.76388888888889
178,0051350581101,00513505811,0,1024.6666666666667,6.9321226354304315,0,secundaria,1,21,441,Amazonas,1,8.0,1,5,46.65
179,0051350821101,00513508211,0,1014.5,6.922151159265869,0,primaria,1,51,2601,Amazonas,1,0.0,0,6,375.9444444444444
180,0051350961101,00513509611,0,443.3333333333333,6.09432193254769,0,primaria,1,50,2500,Amazonas,1,0.0,1,5,129.28333333333333
181,0051370091101,00513700911,0,357.4166666666667,5.87890223472888,0,secundaria,1,41,1681,Amazonas,1,7.0,0,3,415.6944444444444
182,0051370111101,00513701111,0,997.3333333333334,6.905085050426258,0,primaria,1,44,1936,Amazonas,0,0.0,0,1,814.0833333333334
183,0051370121101,00513701211,0,1077.0833333333333,6.982012049588629,0,primaria,1,53,2809,Amazonas,1,0.0,0,4,474.3541666666667
184,0051370541101,00513705411,0,861.0833333333334,6.758191286426355,0,primaria,1,61,3721,Amazonas,1,5.0,0,4,450.2083333333333
186,0051370571101,00513705711,1,530.1666666666666,6.273191422521089,0,primaria,1,60,3600,Amazonas,0,5.0,1,3,206.5
187,0051370581101,00513705811,0,1002.4166666666666,6.910169030206072,0,primaria,1,45,2025,Amazonas,1,0.0,0,5,316.6166666666667
188,0051370601101,00513706011,0,1201.0833333333333,7.090979206295103,0,primaria,1,45,2025,Amazonas,1,0.0,0,5,408.81666666666666
190,0051380281101,00513802811,0,1041.75,6.948657270302562,0,primaria,1,61,3721,Amazonas,1,5.0,1,7,226.44047619047618
191,0051381111101,00513811111,0,2768.4166666666665,7.926030835274202,0,Univ.,1,55,3025,Amazonas,1,17.0,0,5,401.06666666666666
192,0051381181101,00513811811,0,4471.083333333333,8.405386014694445,0,Univ.,1,35,1225,Amazonas,1,13.0,0,4,704.6458333333334
194,0051381201101,00513812011,0,1137.5,7.036588150825105,0,primaria,1,45,2025,Amazonas,1,0.0,1,7,218.91666666666666
195,0051381211101,00513812111,0,358.25,5.881231066708281,0,primaria,1,50,2500,Amazonas,0,0.0,0,1,568.3333333333334
196,0051400261101,00514002611,0,1281.1666666666667,7.155526400121077,0,primaria,1,51,2601,Amazonas,1,0.0,0,5,523.3166666666667
197,0051400271101,00514002711,0,383.5833333333333,5.949556894029241,0,primaria,1,66,4356,Amazonas,1,1.0,0,3,408.27777777777777
198,0051400281101,00514002811,0,567.6666666666666,6.341534391994578,0,primaria,1,38,1444,Amazonas,1,0.0,1,6,214.66666666666666
199,0051400881101,00514008811,0,360.9166666666667,5.888647091426626,0,tecnica,1,65,4225,Amazonas,1,16.0,0,3,400.1666666666667
200,0051400891101,00514008911,0,698.0,6.548219102762372,0,primaria,1,41,1681,Amazonas,1,0.0,0,3,682.0555555555555
201,0051400921101,00514009211,0,657.5833333333334,6.488571498733035,0,primaria,1,40,1600,Amazonas,1,0.0,0,7,313.6904761904762
202,0051400931101,00514009311,1,230.58333333333334,5.440612329998926,0,primaria,1,51,2601,Amazonas,0,0.0,0,3,400.8333333333333
203,0051400941101,00514009411,0,1203.5833333333333,7.093058497313167,0,primaria,1,47,2209,Amazonas,0,0.0,0,1,468.0
204,0051810061101,00518100611,0,1218.4166666666667,7.105307480629437,0,secundaria,1,48,2304,Ancash,1,11.0,0,3,693.1111111111112
205,0051810391101,00518103911,1,523.8333333333334,6.261173567569513,0,Univ.,1,47,2209,Ancash,0,16.0,0,2,563.1666666666666
206,0051810581101,00518105811,1,1238.8333333333333,7.121925355497239,0,secundaria,1,33,1089,Ancash,1,11.0,0,5,747.35
207,0051810901101,00518109011,1,110.16666666666667,4.701994370623631,0,primaria,1,54,2916,Ancash,0,0.0,0,3,676.1944444444445
208,0051811391101,00518113911,0,5261.583333333333,8.568187274377847,0,Univ.,1,55,3025,Ancash,1,18.0,0,2,1835.2083333333333
209,0051840061101,00518400611,1,2292.9166666666665,7.737579939705859,0,primaria,1,55,3025,Ancash,0,0.0,0,3,1175.0833333333333
210,0051840191101,00518401911,0,1751.1666666666667,7.468037511460721,0,Univ.,1,52,2704,Ancash,1,14.0,0,5,1264.8
211,0051840421101,00518404211,0,591.8333333333334,6.383225063715033,0,tecnica,1,68,4624,Ancash,1,14.0,0,2,1118.0
213,0051850301101,00518503011,0,840.5,6.7339969528486705,0,tecnica,1,62,3844,Ancash,1,14.0,0,3,533.5555555555555
214,0051850781101,00518507811,1,1197.5,7.08799132928507,0,Univ.,1,33,1089,Ancash,1,16.0,1,11,346.1666666666667
215,0051851021101,00518510211,0,8405.083333333334,9.03659196052686,0,tecnica,1,61,3721,Ancash,1,16.0,0,2,2005.75
216,0051860051101,00518600511,0,850.25,6.745530423887304,0,Univ.,1,40,1600,Ancash,1,16.0,0,3,564.8333333333334
217,0051860161101,00518601611,0,1575.9166666666667,7.3625923925392724,0,Univ.,1,63,3969,Ancash,0,16.0,0,2,1556.4166666666667
218,0051860281101,00518602811,0,3026.0833333333335,8.015024433074636,0,secundaria,1,41,1681,Ancash,1,11.0,0,5,570.9833333333333
220,0051860621201,00518606212,1,2373.6666666666665,7.772191155314015,0,tecnica,1,64,4096,Ancash,0,14.0,0,2,1261.3333333333333
221,0051860622201,00518606222,1,1895.4166666666667,7.547193970216104,0,secundaria,1,62,3844,Ancash,0,11.0,0,2,1134.0833333333333
222,0051860731101,00518607311,1,1343.75,7.203219491875973,0,secundaria,1,68,4624,Ancash,0,11.0,0,6,683.8055555555555
223,0051860951101,00518609511,1,1438.3333333333333,7.271240314849418,0,secundaria,1,67,4489,Ancash,0,11.0,0,1,1861.8333333333333
224,0051870121101,00518701211,0,632.6666666666666,6.4499436905017635,0,secundaria,1,53,2809,Ancash,1,8.0,0,4,454.8541666666667
226,0051870932201,00518709322,1,506.0833333333333,6.226701346109575,0,Univ.,1,43,1849,Ancash,0,13.0,0,4,662.7083333333334
228,0051900011101,00519000111,0,1836.0833333333333,7.515389958676188,0,primaria,1,39,1521,Ancash,1,0.0,0,4,534.2083333333334
229,0051900191101,00519001911,0,1043.0,6.949856455000773,0,secundaria,1,21,441,Ancash,1,11.0,0,3,524.25
231,0051900551101,00519005511,0,260.6666666666667,5.563242451877201,0,secundaria,1,39,1521,Ancash,1,9.0,0,9,613.0370370370371
232,0051900881101,00519008811,1,1515.75,7.3236656449518405,0,primaria,1,57,3249,Ancash,0,5.0,0,2,974.25
233,0051901241301,00519012413,1,37.083333333333336,3.61316763237824,0,primaria,1,57,3249,Ancash,0,5.0,0,2,808.2083333333334
234,0051901243301,00519012433,0,1950.8333333333333,7.576011910696956,0,secundaria,1,38,1444,Ancash,1,9.0,0,4,526.8125
235,0051910761101,00519107611,1,99.83333333333333,4.603502128887395,0,secundaria,1,68,4624,Ancash,0,9.0,0,1,844.5833333333334
236,0051910891101,00519108911,0,5284.0,8.572438665642215,0,secundaria,1,52,2704,Ancash,1,11.0,0,4,1077.4583333333333
237,0051920092301,00519200923,0,1090.0833333333333,6.994009424900226,0,secundaria,1,55,3025,Ancash,1,11.0,0,3,586.8611111111111
238,0051920241101,00519202411,0,884.9166666666666,6.785493478615845,0,secundaria,1,53,2809,Ancash,0,11.0,0,4,500.5625
239,0051920591101,00519205911,1,3036.25,8.018378480316382,0,Univ.,1,43,1849,Ancash,1,16.0,0,3,1396.861111111111
240,0051920721101,00519207211,0,934.1666666666666,6.839654866278205,0,primaria,1,59,3481,Ancash,1,0.0,0,7,510.5
241,0051921011101,00519210111,0,1069.8333333333333,6.975258152083723,0,secundaria,1,59,3481,Ancash,1,11.0,0,5,431.05
242,0051930281101,00519302811,0,1255.25,7.135090034914815,0,tecnica,1,55,3025,Ancash,1,14.0,0,4,1015.5625
243,0051930931101,00519309311,0,1452.0,7.280697195384741,0,secundaria,1,49,2401,Ancash,0,11.0,0,4,579.9791666666666
