,rcod_persona,rcod_hogar,rmujer,r6,lnr6,rmu,rneduca,r3,redad,redadsq,rDpto,rpareja,reduca,rpobre,rmiembro,rgasto
15927,0171000751101,01710007511,1,44.583333333333336,3.7973600971080064,0,secundaria,1,45,2025,Junin,0,11.0,0,1,445.6666666666667
15928,0171000901101,01710009011,0,263.1666666666667,5.572787545027587,0,secundaria,1,41,1681,Junin,0,11.0,0,1,524.0833333333334
15929,0171010051101,01710100511,0,852.8333333333334,6.748564139577037,0,tecnica,1,45,2025,Junin,1,13.0,0,4,523.2916666666666
15930,0171010581101,01710105811,0,627.25,6.441345185246532,0,primaria,1,56,3136,Junin,1,5.0,0,2,922.375
15931,0171010681101,01710106811,1,1115.0833333333333,7.016684419516989,0,secundaria,1,35,1225,Junin,0,11.0,0,3,660.0277777777777
15932,0171020531101,01710205311,1,526.25,6.265776384996591,0,Univ.,1,37,1369,Junin,0,16.0,0,2,1031.375
15933,0171020721101,01710207211,0,21.083333333333332,3.04848283893952,0,secundaria,1,66,4356,Junin,0,10.0,0,1,603.0833333333334
15934,0171020911101,01710209111,0,1284.0833333333333,7.157800383493853,0,secundaria,1,51,2601,Junin,0,11.0,0,2,857.9583333333334
15935,0171021501101,01710215011,1,3779.5833333333335,8.237369053261045,0,Univ.,1,56,3136,Junin,1,18.0,0,3,1949.3055555555557
15936,0171021881101,01710218811,0,2643.75,7.879953642794588,0,Univ.,1,47,2209,Junin,1,16.0,0,4,1150.6458333333333
15937,0171022081101,01710220811,1,694.6666666666666,6.543432114205148,0,secundaria,1,67,4489,Junin,0,11.0,0,1,1191.75
15939,0171030231101,01710302311,0,1149.75,7.047299806420034,0,secundaria,1,61,3721,Junin,1,7.0,0,7,355.8333333333333
15940,0171030441101,01710304411,0,2082.4166666666665,7.641284357233934,0,Univ.,1,54,2916,Junin,1,16.0,0,3,792.0
15941,0171030571101,01710305711,0,746.3333333333334,6.615172327930646,0,tecnica,1,57,3249,Junin,0,12.0,0,2,1107.4583333333333
15942,0171030681101,01710306811,0,1587.5,7.369915730766847,0,secundaria,1,48,2304,Junin,1,11.0,0,3,493.5833333333333
15943,0171040111101,01710401111,0,1917.75,7.5589079028394055,0,Univ.,1,39,1521,Junin,1,16.0,0,4,736.0625
15944,0171040231101,01710402311,0,2097.4166666666665,7.648461707715002,0,secundaria,1,20,400,Junin,1,9.0,0,3,825.0833333333334
15945,0171040471101,01710404711,0,1844.0833333333333,7.519737594707865,0,secundaria,1,33,1089,Junin,1,11.0,0,5,644.0833333333334
15946,0171040591101,01710405911,0,1754.75,7.470081675610531,0,Univ.,1,57,3249,Junin,1,18.0,0,4,676.3541666666666
15947,0171040721101,01710407211,0,1363.4166666666667,7.217749083195076,0,secundaria,1,67,4489,Junin,1,11.0,0,2,543.6666666666666
15948,0171040841101,01710408411,0,885.1666666666666,6.785775951194344,0,secundaria,1,43,1849,Junin,1,11.0,0,4,530.375
15949,0171050051101,01710500511,1,1203.6666666666667,7.093127732609348,0,tecnica,1,34,1156,Junin,0,13.0,0,4,491.2916666666667
15950,0171050201101,01710502011,0,9357.916666666666,9.143977966349823,0,Univ.,1,35,1225,Junin,1,16.0,0,3,1824.9722222222224
15951,0171050461101,01710504611,0,2545.0,7.841885928984623,0,secundaria,1,47,2209,Junin,0,7.0,0,2,1399.375
15952,0171050601101,01710506011,1,804.75,6.690531670178918,0,tecnica,1,25,625,Junin,0,14.0,0,1,1218.3333333333333
15953,0171050731101,01710507311,0,1285.6666666666667,7.159032669540118,0,tecnica,1,48,2304,Junin,1,16.0,0,7,328.76190476190476
15954,0171060131101,01710601311,0,839.6666666666666,6.733004987684501,0,secundaria,1,57,3249,Junin,1,11.0,0,5,476.76666666666665
15955,0171060351101,01710603511,1,479.3333333333333,6.172396249612882,0,secundaria,1,52,2704,Junin,0,11.0,0,4,399.875
15956,0171060811101,01710608111,0,1469.4166666666667,7.292620775619923,0,tecnica,1,48,2304,Junin,1,12.0,0,4,639.1875
15957,0171061191101,01710611911,0,2216.0,7.703459047867175,0,Univ.,1,41,1681,Junin,1,16.0,0,4,814.8958333333334
15958,0171061401101,01710614011,0,1828.3333333333333,7.5111600840412205,0,secundaria,1,60,3600,Junin,0,11.0,0,1,1918.0
15959,0171070101101,01710701011,0,11937.5,9.387439984788985,0,Univ.,1,48,2304,Junin,1,16.0,0,4,2368.5625
15960,0171070201101,01710702011,0,702.1666666666666,6.554170792750962,0,secundaria,1,44,1936,Junin,1,11.0,0,5,539.3000000000001
15961,0171070311101,01710703111,0,3183.0,8.065579427282092,0,Univ.,1,64,4096,Junin,1,18.0,0,5,606.5833333333334
15962,0171070791101,01710707911,0,1786.5,7.4880136774634645,0,Univ.,1,30,900,Junin,0,15.0,0,1,2414.0
15963,0171070911101,01710709111,1,758.0,6.630683385642372,0,tecnica,1,32,1024,Junin,0,12.0,0,2,679.375
15964,0171071011101,01710710111,1,2135.5,7.666456090281521,0,tecnica,1,30,900,Junin,1,13.0,0,3,541.9166666666666
15965,0171071221101,01710712211,1,1294.6666666666667,7.166008540743106,0,secundaria,1,52,2704,Junin,0,11.0,0,1,1203.1666666666667
15967,0171080671101,01710806711,0,1204.6666666666667,7.093958182484064,0,tecnica,1,42,1764,Junin,1,14.0,0,4,398.7291666666667
15968,0171081271101,01710812711,0,2484.0833333333335,7.817658990531441,0,Univ.,1,51,2601,Junin,1,16.0,0,4,1141.0833333333333
15969,0171090121101,01710901211,0,2420.0,7.791522819150732,0,secundaria,1,43,1849,Junin,1,11.0,0,3,1184.7222222222222
15970,0171090631101,01710906311,0,1428.1666666666667,7.2641468494410635,0,primaria,1,60,3600,Junin,1,5.0,0,2,1301.5833333333333
15971,0171090791101,01710907911,0,3988.5,8.291170499351184,0,Univ.,1,63,3969,Junin,1,16.0,0,3,1296.111111111111
15973,0171091131101,01710911311,0,1384.9166666666667,7.233395248339523,0,tecnica,1,24,576,Junin,0,14.0,0,1,931.6666666666666
15974,0171100021101,01711000211,1,3034.3333333333335,8.017747019837179,0,tecnica,1,41,1681,Junin,1,16.0,0,3,1512.8333333333333
15975,0171100251101,01711002511,0,676.6666666666666,6.517178783367723,0,secundaria,1,39,1521,Junin,1,11.0,0,5,433.5833333333333
15976,0171100711101,01711007111,0,1052.5833333333333,6.9590027389859745,0,secundaria,1,29,841,Junin,1,11.0,0,4,434.0625
15977,0171100941101,01711009411,0,1363.4166666666667,7.217749083195076,0,primaria,1,56,3136,Junin,0,4.0,0,1,751.4166666666666
15978,0171101161101,01711011611,0,1363.4166666666667,7.217749083195076,0,secundaria,1,43,1849,Junin,1,9.0,0,5,449.3833333333334
15979,0171110371101,01711103711,1,1060.25,6.9662600083547,0,secundaria,1,51,2601,Junin,1,11.0,0,4,433.625
15980,0171110541101,01711105411,1,1070.25,6.975647545025056,0,secundaria,1,31,961,Junin,0,11.0,0,5,573.25
15981,0171110711101,01711107111,0,5046.416666666667,8.526433699447688,0,tecnica,1,57,3249,Junin,1,14.0,0,4,1194.7708333333333
15982,0171111221101,01711112211,0,10276.5,9.237615014111064,0,Univ.,1,50,2500,Junin,1,16.0,0,4,1581.5833333333333
15983,0171111391101,01711113911,0,1615.25,7.387245022438274,0,secundaria,1,51,2601,Junin,1,11.0,0,6,1203.5833333333333
15984,0171120171101,01711201711,0,1289.25,7.161815932931068,0,Univ.,1,38,1444,Junin,0,15.0,0,1,1364.1666666666667
15985,0171120281101,01711202811,0,2973.0833333333335,7.997354852653475,0,Univ.,1,39,1521,Junin,1,16.0,0,7,849.3809523809524
15986,0171120411101,01711204111,0,1830.5,7.512344432560291,0,Univ.,1,60,3600,Junin,0,18.0,0,1,1753.0833333333333
15987,0171120631101,01711206311,1,6803.416666666667,8.825180215958364,0,Univ.,1,47,2209,Junin,0,16.0,0,5,1506.4833333333333
15988,0171120981101,01711209811,0,7137.833333333333,8.873164554566712,0,Univ.,1,47,2209,Junin,1,16.0,0,4,2670.8958333333335
15989,0171121101201,01711211012,1,429.1666666666667,6.0618453438697815,0,Univ.,1,58,3364,Junin,0,12.0,0,2,1238.7083333333333
15990,0171130301101,01711303011,0,697.1666666666666,6.547024502214144,0,tecnica,1,67,4489,Junin,1,14.0,0,2,640.2083333333334
15992,0171130691101,01711306911,0,5496.833333333333,8.611927447832764,0,secundaria,1,34,1156,Junin,1,11.0,0,4,515.3333333333334
15995,0171140341101,01711403411,0,2067.1666666666665,7.633934188587275,0,Univ.,1,46,2116,Junin,1,16.0,0,2,1034.0
15996,0171140491101,01711404911,0,2528.6666666666665,7.835447433580734,0,Univ.,1,42,1764,Junin,0,18.0,0,1,4792.833333333333
15997,0171140661101,01711406611,0,1192.25,7.083597557178334,0,secundaria,1,34,1156,Junin,1,11.0,1,5,254.28333333333333
15998,0171140811101,01711408111,0,2831.75,7.948650174080823,0,Univ.,1,35,1225,Junin,1,17.0,0,4,493.9791666666667
15999,0171140971101,01711409711,0,991.0,6.898714534329988,0,secundaria,1,19,361,Junin,0,11.0,0,1,789.8333333333334
16000,0171150341101,01711503411,0,932.4166666666666,6.837779782019721,0,tecnica,1,27,729,Junin,0,14.0,0,1,616.4166666666666
16001,0171150701101,01711507011,1,2222.75,7.706500447001249,0,Univ.,1,49,2401,Junin,0,16.0,0,3,1378.5
16002,0171150881101,01711508811,0,844.1666666666666,6.738349947454728,0,Univ.,1,63,3969,Junin,0,16.0,0,1,1559.6666666666667
16003,0171151061101,01711510611,1,84.25,4.433788569232471,0,secundaria,1,41,1681,Junin,1,11.0,0,4,728.4791666666666
16004,0171151241101,01711512411,0,467.25,6.146864446335672,0,secundaria,1,50,2500,Junin,1,11.0,0,4,603.1458333333334
16005,0171310421101,01713104211,0,685.5833333333334,6.53027005738093,0,secundaria,1,55,3025,Junin,1,11.0,0,5,1486.8166666666666
16006,0171310701101,01713107011,1,923.8333333333334,6.82853168019175,0,Univ.,1,47,2209,Junin,1,16.0,0,6,591.6388888888889
16007,0171310981101,01713109811,0,5495.5,8.611684854508955,0,Univ.,1,64,4096,Junin,1,14.0,0,2,1276.7083333333333
16008,0171311131101,01713111311,0,1967.4166666666667,7.584476624460213,0,Univ.,1,38,1444,Junin,1,16.0,0,4,639.3333333333334
16009,0171311261101,01713112611,1,1266.5,7.14401246944173,0,tecnica,1,52,2704,Junin,1,14.0,0,1,979.5833333333334
16010,0171320101101,01713201011,0,2450.1666666666665,7.803911328435912,0,Univ.,1,63,3969,Junin,1,16.0,0,2,1938.2083333333333
16011,0171320191101,01713201911,0,4099.75,8.318681275223556,0,Univ.,1,51,2601,Junin,1,16.0,0,5,822.2666666666668
16012,0171320261101,01713202611,0,3519.0,8.165932137321585,0,Univ.,1,49,2401,Junin,1,16.0,0,4,1832.6041666666667
16013,0171320441101,01713204411,0,863.5833333333334,6.761090399396217,0,secundaria,1,55,3025,Junin,1,11.0,0,3,1048.1666666666667
16014,0171320561101,01713205611,0,0.0,0.0,0,secundaria,1,57,3249,Junin,1,11.0,0,2,2353.0833333333335
16015,0171320701101,01713207011,0,5125.5,8.541983360223457,0,Univ.,1,52,2704,Junin,1,16.0,0,4,2916.3125
16016,0171320781101,01713207811,0,1714.5833333333333,7.44692537575727,0,secundaria,1,46,2116,Junin,1,11.0,0,5,538.7166666666667
16017,0171330121101,01713301211,1,258.6666666666667,5.555540231515109,0,primaria,1,42,1764,Junin,0,0.0,0,5,436.56666666666666
16018,0171330371101,01713303711,1,2724.4166666666665,7.910009616903387,0,Univ.,1,52,2704,Junin,0,16.0,0,5,992.6
16019,0171330411101,01713304111,0,1066.25,6.971903098805889,0,secundaria,1,40,1600,Junin,1,11.0,0,5,445.2833333333333
16020,0171330561101,01713305611,1,1145.5833333333333,7.04366924768342,0,tecnica,1,32,1024,Junin,0,14.0,0,3,1027.5833333333333
16021,0171330671101,01713306711,0,1098.6666666666667,7.001852602361253,0,tecnica,1,25,625,Junin,0,13.0,0,4,450.5416666666667
16022,0171331221101,01713312211,0,2042.3333333333333,7.621848224057545,0,Univ.,1,34,1156,Junin,0,16.0,0,1,1804.5
16023,0171350041101,01713500411,0,1233.0,7.117205503164344,0,tecnica,1,45,2025,Junin,1,14.0,1,5,289.51666666666665
16024,0171350101101,01713501011,0,1813.1666666666667,7.502830135193028,0,secundaria,1,59,3481,Junin,0,11.0,0,2,1848.2083333333333
16025,0171350281101,01713502811,0,1583.5833333333333,7.367445490633357,0,secundaria,1,39,1521,Junin,1,11.0,1,6,307.05555555555554
16026,0171350781101,01713507811,1,199.5,5.295814236329918,0,secundaria,1,45,2025,Junin,0,8.0,0,2,444.1666666666667
16027,0171360261101,01713602611,0,3648.4166666666665,8.20204856250812,0,Univ.,1,66,4356,Junin,1,18.0,0,3,904.6111111111112
16028,0171360441101,01713604411,1,2281.3333333333335,7.732515346343974,0,primaria,1,48,2304,Junin,1,0.0,0,3,550.7222222222223
16029,0171361621101,01713616211,0,4874.916666666667,8.49185828926875,0,tecnica,1,65,4225,Junin,1,14.0,0,6,616.4722222222223
16030,0171370241101,01713702411,1,687.0,6.532334292222349,0,primaria,1,55,3025,Junin,0,0.0,0,1,800.6666666666666
16031,0171370881101,01713708811,0,2951.25,7.989984088399723,0,Univ.,1,32,1024,Junin,1,18.0,0,2,2210.875
16032,0171371041101,01713710411,0,2338.1666666666665,7.757122425490717,0,Univ.,1,28,784,Junin,0,16.0,0,1,2101.25
16033,0171371201101,01713712011,0,1566.4166666666667,7.356545911828595,0,secundaria,1,41,1681,Junin,0,11.0,0,1,1226.0833333333333
16034,0171371361101,01713713611,0,2839.5833333333335,7.951412606776733,0,Univ.,1,44,1936,Junin,1,17.0,0,4,929.4583333333334
16035,0171371521101,01713715211,0,4842.916666666667,8.485272435289808,0,Univ.,1,48,2304,Junin,1,18.0,0,4,1809.5416666666667
16036,0171380081101,01713800811,0,0.0,0.0,0,primaria,1,57,3249,Junin,1,5.0,0,4,569.5625
16037,0171380911101,01713809111,0,3018.0833333333335,8.012377251051735,0,tecnica,1,49,2401,Junin,1,16.0,0,4,702.6666666666666
16038,0171381091101,01713810911,0,4171.166666666667,8.335951051841848,0,secundaria,1,51,2601,Junin,1,11.0,0,4,499.1041666666667
16039,0171390111101,01713901111,1,468.75,6.15006957728462,0,secundaria,1,57,3249,Junin,0,11.0,0,3,1110.5
16040,0171390601101,01713906011,0,4615.333333333333,8.437139372569861,0,Univ.,1,40,1600,Junin,1,18.0,0,4,1599.8125
16042,0171391091101,01713910911,0,670.1666666666666,6.507526437669219,0,secundaria,1,61,3721,Junin,0,9.0,0,1,598.75
16043,0171391411101,01713914111,0,406.75,6.008198746099147,0,Univ.,1,62,3844,Junin,1,13.0,0,4,346.8541666666667
16044,0171391741101,01713917411,0,968.8333333333334,6.876092598473296,0,Univ.,1,57,3249,Junin,0,16.0,0,1,1275.5833333333333
16045,0171400021101,01714000211,0,1032.0833333333333,6.93933469213546,0,secundaria,1,62,3844,Junin,1,9.0,0,4,962.5208333333334
16047,0171400831101,01714008311,0,487.0833333333333,6.188435224118169,0,primaria,1,46,2116,Junin,1,0.0,0,5,387.56666666666666
16048,0171401011101,01714010111,0,560.75,6.329275173400318,0,primaria,1,34,1156,Junin,1,0.0,0,5,719.2166666666667
16050,0171401411101,01714014111,0,702.1666666666666,6.554170792750962,0,tecnica,1,57,3249,Junin,1,14.0,0,4,394.125
16051,0171410091101,01714100911,1,1357.1666666666667,7.213154472239077,0,Univ.,1,55,3025,Junin,0,17.0,0,6,815.375
16052,0171410201101,01714102011,0,1543.1666666666667,7.341591861219992,0,Univ.,1,43,1849,Junin,0,17.0,0,2,1882.1666666666667
16053,0171410431101,01714104311,1,284.1666666666667,5.649560920489562,0,tecnica,1,51,2601,Junin,0,12.0,0,2,890.75
16054,0171411001101,01714110011,1,3634.0,8.198089248956116,0,Univ.,1,29,841,Junin,0,18.0,0,1,1950.75
16055,0171420051101,01714200511,0,2976.5833333333335,7.998531389289837,0,Univ.,1,49,2401,Junin,1,17.0,0,4,771.3125
16056,0171420351101,01714203511,1,1479.0,7.2991214627108,0,tecnica,1,43,1849,Junin,0,14.0,0,4,681.125
16057,0171420651101,01714206511,1,907.5,6.810693566139006,0,primaria,1,45,2025,Junin,0,0.0,0,2,558.375
16058,0171420801101,01714208011,1,2770.25,7.926692847816435,0,tecnica,1,61,3721,Junin,0,16.0,0,2,1287.5
16059,0171420951101,01714209511,0,0.0,0.0,0,Univ.,1,56,3136,Junin,1,14.0,0,6,741.4861111111112
16060,0171421121101,01714211211,0,1333.3333333333333,7.195437351433918,0,Univ.,1,38,1444,Junin,1,16.0,0,4,568.7916666666666
16061,0171421241101,01714212411,0,561.0,6.329720905522696,0,tecnica,1,66,4356,Junin,1,12.0,0,4,800.375
16062,0171430191101,01714301911,0,8044.666666666667,8.992764624965437,0,Univ.,1,39,1521,Junin,1,18.0,0,4,2020.7291666666667
16063,0171430551101,01714305511,1,990.25,6.897957436502026,0,secundaria,1,52,2704,Junin,0,10.0,0,2,782.1666666666666
16064,0171430671101,01714306711,0,683.0833333333334,6.526616862865031,0,secundaria,1,43,1849,Junin,1,11.0,0,5,330.46666666666664
16065,0171450411101,01714504111,0,219.5,5.391352232515226,0,secundaria,1,63,3969,Junin,1,11.0,1,2,252.91666666666666
16066,0171450671101,01714506711,0,1291.5833333333333,7.163624134909051,0,secundaria,1,47,2209,Junin,1,11.0,0,5,799.5500000000001
16067,0171450921101,01714509211,0,2055.4166666666665,7.628233863879839,0,Univ.,1,25,625,Junin,0,16.0,0,1,1493.75
16068,0171451171101,01714511711,0,1061.0,6.966967138613983,0,Univ.,1,20,400,Junin,0,12.0,0,1,1108.6666666666667
16069,0171451641101,01714516411,0,162.58333333333334,5.091190690835111,0,secundaria,1,31,961,Junin,1,11.0,0,4,483.3125
16070,0171460081101,01714600811,0,3174.0833333333335,8.062774155730146,0,Univ.,1,38,1444,Junin,1,14.0,0,3,1870.6944444444443
16071,0171460241101,01714602411,0,1832.8333333333333,7.513618318082879,0,tecnica,1,40,1600,Junin,0,14.0,0,1,1404.75
16072,0171460551101,01714605511,0,10010.916666666666,9.211431443208099,0,Univ.,1,47,2209,Junin,0,18.0,0,1,3809.25
16073,0171460711101,01714607111,0,245.75,5.504314759027276,0,secundaria,1,62,3844,Junin,0,11.0,0,1,811.5833333333334
16074,0171460871101,01714608711,0,1098.5,7.001700891824665,0,secundaria,1,53,2809,Junin,1,11.0,0,4,338.9791666666667
16075,0171461041101,01714610411,0,72.41666666666667,4.282436475477391,0,secundaria,1,56,3136,Junin,1,11.0,0,6,633.7916666666666
16076,0171461351101,01714613511,1,445.0,6.09807428216624,0,secundaria,1,56,3136,Junin,0,11.0,0,2,586.875
16077,0171461501101,01714615011,1,1286.3333333333333,7.159551072869509,0,secundaria,1,52,2704,Junin,0,11.0,0,2,900.9166666666666
16078,0171470191101,01714701911,1,43.166666666666664,3.765068592471483,0,primaria,1,69,4761,Junin,1,3.0,0,2,356.0833333333333
16079,0171470371101,01714703711,0,952.9166666666666,6.859527456668881,0,secundaria,1,53,2809,Junin,1,11.0,0,7,1282.7857142857142
16080,0171470551101,01714705511,0,1524.6666666666667,7.329531085914617,0,secundaria,1,42,1764,Junin,0,11.0,0,1,2140.6666666666665
16081,0171470711101,01714707111,1,943.8333333333334,6.84994959688575,0,secundaria,1,52,2704,Junin,0,11.0,0,2,677.125
16082,0171471061101,01714710611,1,133.33333333333334,4.892852258439873,0,secundaria,1,21,441,Junin,1,11.0,0,6,436.1666666666667
16083,0171471231101,01714712311,0,5437.75,8.601120651351524,0,tecnica,1,21,441,Junin,1,14.0,0,2,2100.9583333333335
16084,0171471401101,01714714011,0,2808.5833333333335,7.940435483361853,0,Univ.,1,48,2304,Junin,1,16.0,0,8,786.09375
16085,0171480141101,01714801411,0,1012.8333333333334,6.9205069629073,0,secundaria,1,51,2601,Junin,0,11.0,0,1,893.75
16087,0171480471101,01714804711,0,537.0,6.285998094508865,0,primaria,1,66,4356,Junin,1,4.0,0,2,995.875
16088,0171480601101,01714806011,1,287.5833333333333,5.661512673310003,0,tecnica,1,56,3136,Junin,0,13.0,0,2,470.8333333333333
16089,0171480831101,01714808311,0,1600.0833333333333,7.3778109902049165,0,secundaria,1,29,841,Junin,0,11.0,0,1,1279.75
16090,0171490331101,01714903311,0,880.75,6.780773817221347,0,secundaria,1,64,4096,Junin,0,8.0,0,2,531.3333333333334
16091,0171490741101,01714907411,0,1492.0,7.307872780763706,0,secundaria,1,56,3136,Junin,1,11.0,0,2,864.6666666666666
16092,0171491151101,01714911511,1,648.4166666666666,6.47453349382893,0,primaria,1,55,3025,Junin,0,0.0,0,4,557.7083333333334
16094,0171500691101,01715006911,1,711.9166666666666,6.567960863363618,0,primaria,1,50,2500,Junin,0,0.0,0,1,836.4166666666666
16095,0171500981101,01715009811,1,389.6666666666667,5.965291672803959,0,secundaria,1,45,2025,Junin,0,8.0,0,3,662.6666666666666
16096,0171501281101,01715012811,0,2631.9166666666665,7.8754676303431586,0,tecnica,1,42,1764,Junin,0,16.0,0,1,2195.8333333333335
16097,0171501571101,01715015711,1,2009.3333333333333,7.6055582710782765,0,secundaria,1,38,1444,Junin,1,11.0,0,5,686.1
16098,0171501871101,01715018711,0,4946.833333333333,8.506502920208046,0,secundaria,1,41,1681,Junin,1,11.0,0,3,1099.638888888889
16099,0171502161101,01715021611,0,2666.4166666666665,7.888490777599057,0,secundaria,1,43,1849,Junin,1,11.0,0,5,685.85
16100,0171520381101,01715203811,1,387.1666666666667,5.958855263542354,0,secundaria,1,66,4356,Junin,0,10.0,0,2,381.7916666666667
16101,0171520491101,01715204911,1,774.1666666666666,6.651787182019884,0,secundaria,1,59,3481,Junin,0,11.0,0,4,337.0833333333333
16102,0171520601101,01715206011,0,979.0,6.88653164253051,0,Univ.,1,42,1764,Junin,0,16.0,0,1,936.25
16103,0171521051101,01715210511,1,273.9166666666667,5.612823923876219,0,secundaria,1,43,1849,Junin,0,11.0,0,2,902.5
16105,0171530181101,01715301811,0,1684.6666666666667,7.42932299928003,0,tecnica,1,42,1764,Junin,1,14.0,0,3,779.5
16106,0171530441101,01715304411,1,826.8333333333334,6.717603143072994,0,tecnica,1,55,3025,Junin,0,14.0,0,3,1233.3055555555554
16107,0171530571101,01715305711,1,828.75,6.719918541500072,0,Univ.,1,29,841,Junin,0,16.0,0,2,509.5833333333333
16108,0171530691101,01715306911,0,1533.5,7.335307983554306,0,secundaria,1,55,3025,Junin,1,11.0,0,4,785.3958333333334
16109,0171530821101,01715308211,1,2163.0833333333335,7.679289951948479,0,Univ.,1,36,1296,Junin,0,16.0,0,3,956.9722222222222
16110,0171550021101,01715500211,1,83.33333333333333,4.422848629194137,0,primaria,1,61,3721,Junin,0,2.0,0,2,745.375
16111,0171550371101,01715503711,0,980.1666666666666,6.887722625231901,0,Univ.,1,58,3364,Junin,0,16.0,0,1,1722.3333333333333
16112,0171550491101,01715504911,0,2671.4166666666665,7.89036419744945,0,Univ.,1,54,2916,Junin,1,16.0,0,4,1208.4583333333333
16113,0171550721101,01715507211,1,1108.1666666666667,7.0104622771744,0,tecnica,1,39,1521,Junin,0,14.0,0,4,357.3125
16114,0171560471101,01715604711,1,155.5,5.0466457316192885,0,tecnica,1,30,900,Junin,1,14.0,0,4,1180.4791666666667
16115,0171560731101,01715607311,0,814.5833333333334,6.702676735065566,0,secundaria,1,48,2304,Junin,1,11.0,0,4,428.0625
16116,0171560991101,01715609911,0,381.5833333333333,5.944329262869095,0,secundaria,1,51,2601,Junin,0,11.0,0,1,447.0
16117,0171570191101,01715701911,0,1465.0,7.289610521451167,0,Univ.,1,34,1156,Junin,1,12.0,0,6,367.1944444444444
16118,0171570331101,01715703311,0,2728.25,7.911415656993199,0,Univ.,1,46,2116,Junin,1,16.0,0,4,1025.7083333333333
16119,0171570501101,01715705011,0,266.4166666666667,5.585061499271841,0,secundaria,1,52,2704,Junin,1,8.0,0,4,626.5625
16120,0171570631101,01715706311,0,2917.4166666666665,7.978453800485135,0,secundaria,1,41,1681,Junin,1,11.0,0,4,700.0416666666666
16121,0171570771101,01715707711,0,1773.6666666666667,7.48080424592826,0,secundaria,1,18,324,Junin,1,11.0,0,2,884.7916666666666
16122,0171570911101,01715709111,1,2608.3333333333335,7.866466726740244,0,tecnica,1,30,900,Junin,0,14.0,0,2,518.9166666666666
16123,0171580441101,01715804411,1,364.1666666666667,5.897611638301636,0,tecnica,1,28,784,Junin,0,14.0,0,2,440.4166666666667
16124,0171580601101,01715806011,1,727.1666666666666,6.589155703895554,0,primaria,1,54,2916,Junin,0,0.0,0,2,430.5833333333333
16125,0171580751101,01715807511,0,210.5,5.349485653122436,0,primaria,1,53,2809,Junin,1,0.0,0,4,518.5
16126,0171581221101,01715812211,0,1227.0,7.112327444710911,0,secundaria,1,62,3844,Junin,1,11.0,0,3,412.72222222222223
16127,0171590031101,01715900311,0,2139.5833333333335,7.668366385008759,0,secundaria,1,37,1369,Junin,1,11.0,0,5,471.73333333333335
16128,0171590151101,01715901511,0,3586.4166666666665,8.184908840016096,0,secundaria,1,41,1681,Junin,1,11.0,0,4,686.625
16129,0171590421101,01715904211,0,406.4166666666667,6.007378905922052,0,secundaria,1,22,484,Junin,0,11.0,0,1,872.1666666666666
16130,0171590691101,01715906911,0,5224.583333333333,8.561130328836638,0,tecnica,1,55,3025,Junin,1,16.0,0,6,703.3055555555555
16131,0171590841101,01715908411,0,657.5833333333334,6.488571498733035,0,Univ.,1,25,625,Junin,0,14.0,0,1,1178.0833333333333
16132,0171600071101,01716000711,0,1306.3333333333333,7.174979509531521,0,primaria,1,52,2704,Junin,1,0.0,1,5,253.95000000000002
16133,0171600241101,01716002411,1,738.6666666666666,6.604846759199065,0,secundaria,1,62,3844,Junin,0,11.0,0,1,1218.6666666666667
16134,0171600401101,01716004011,0,184.91666666666666,5.219905273144594,0,secundaria,1,51,2601,Junin,1,8.0,0,2,350.0
16135,0171600681101,01716006811,0,959.1666666666666,6.866064851927928,0,secundaria,1,35,1225,Junin,1,7.0,1,6,182.80555555555554
16136,0171600831101,01716008311,0,4525.5,8.417483347267225,0,secundaria,1,57,3249,Junin,1,11.0,0,4,954.0208333333334
16138,0171610071101,01716100711,0,1571.5,7.359785856237623,0,primaria,1,22,484,Junin,1,0.0,0,3,699.2222222222222
16139,0171610271101,01716102711,1,1072.3333333333333,6.977592238570916,0,Univ.,1,57,3249,Junin,1,15.0,0,3,1053.6944444444446
16140,0171611061101,01716110611,0,2531.4166666666665,7.836534372308653,0,tecnica,1,54,2916,Junin,1,16.0,0,3,1254.138888888889
16141,0171611611101,01716116111,0,1766.25,7.476613933998737,0,tecnica,1,54,2916,Junin,1,14.0,0,4,1551.3125
16142,0171620111101,01716201111,0,639.9166666666666,6.4613379595425435,0,secundaria,1,27,729,Junin,1,11.0,0,4,437.2916666666667
16143,0171620391101,01716203911,0,727.1666666666666,6.589155703895554,0,primaria,1,55,3025,Junin,1,0.0,1,8,234.40625
16145,0171620951101,01716209511,1,652.25,6.480427924016838,0,tecnica,1,50,2500,Junin,0,14.0,0,2,727.4166666666666
16146,0171630131101,01716301311,1,1890.5,7.544596623330987,0,tecnica,1,66,4356,Junin,0,14.0,0,1,1101.3333333333333
16147,0171630291101,01716302911,0,2775.1666666666665,7.928466084437062,0,secundaria,1,64,4096,Junin,1,11.0,0,5,604.3333333333334
16148,0171630441101,01716304411,0,4345.166666666667,8.37681939523004,0,secundaria,1,45,2025,Junin,1,9.0,0,6,456.2638888888889
16149,0171630591101,01716305911,1,422.5,6.046189446797229,0,secundaria,1,43,1849,Junin,0,11.0,1,2,299.4583333333333
16150,0171630911101,01716309111,1,662.0833333333334,6.495391429182816,0,primaria,1,54,2916,Junin,0,0.0,0,1,614.1666666666666
